,어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자,위도,경도
885,크레듀어린이집,전라북도,익산시,민간,200,21,전라북도 익산시 선화로59길 46-2,063-842-0838,063-854-2173,12,Y,28,2,,2019-04-01,35.94926888,126.9709909
886,아이미소어린이집,전라북도,익산시,민간,148,24,전라북도 익산시 동천로11길 3-4,063-855-3551,063-857-9160,10,Y,0,4,,2019-04-01,35.93003004,126.9732611
887,익산삼성어린이집,전라북도,익산시,민간,169,25,전라북도 익산시 학곤로 66,063-855-7601,063-855-7602,7,Y,0,0,,2019-04-01,35.93788201,126.9391221
888,딩동댕어린이집,전라북도,익산시,민간,71,15,전라북도 익산시 인북로66길 31,063-851-5805,063-851-5806,6,Y,8,2,,2019-04-01,35.96004054,126.9653459
889,동산자연 어린이집,전라북도,익산시,민간,49,6,전라북도 익산시 현영길 40-11,063-855-8903,063-855-8903,6,Y,4,2,,2019-04-01,35.96463054,126.9373146
890,아이동산어린이집,전라북도,익산시,민간,48,9,전라북도 익산시 황등면 황등3길 10-9,063-856-8903,,4,Y,6,1,,2019-04-01,35.99855901,126.9441986
891,좋은나무어린이집,전라북도,익산시,민간,57,6,전라북도 익산시 부송1로 83,063-833-2141,063-833-2142,5,Y,0,1,,2019-04-01,35.95817916,126.9917964
892,이레어린이집,전라북도,익산시,민간,31,9,전라북도 익산시 고봉로34길 5-2,063-832-2056,063-832-2034,3,N,3,1,,2019-04-01,35.960329,126.972515
893,영등파랑어린이집,전라북도,익산시,민간,99,11,전라북도 익산시 무왕로9길 46,063-834-6956,063-833-6957,6,Y,8,1,,2019-04-01,35.96239896,126.9733128
894,새날어린이집,전라북도,익산시,민간,77,11,전라북도 익산시 왕궁면 견우길 25,063-834-2468,,6,Y,0,2,,2019-04-01,35.96585645,127.0919853
895,푸른숲어린이집,전라북도,익산시,민간,68,4,전라북도 익산시 춘포면 춘포5길 23,063-842-4948,063-843-4948,5,Y,6,1,,2019-04-01,35.90451992,127.013817
896,에덴어린이집,전라북도,익산시,민간,43,12,전라북도 익산시 고봉로18길 69-59,063-831-6030,063-833-1087,5,N,8,2,,2019-04-01,35.95320637,126.9766088
897,소리나는 어린이집,전라북도,익산시,민간,64,7,전라북도 익산시 고봉로18길 19-10,063-832-3667,063-831-0169,6,Y,4,2,,2019-04-01,35.95346781,126.9715641
898,헷세드어린이집,전라북도,익산시,민간,161,22,전라북도 익산시 무왕로24길 14,063-836-2056,063-832-2051,9,Y,11,3,,2019-04-01,35.95814449,126.987854
899,아이뽀뽀뽀어린이집,전라북도,익산시,민간,30,9,전라북도 익산시 익산대로54길 20,063-841-8211,063-858-1894,5,Y,0,1,,2019-04-01,35.95682625,126.9549737
900,부영어린이집,전라북도,익산시,민간,23,8,전라북도 익산시 하나로10길 97,063-832-9979,063-832-9979,3,N,4,1,,2019-04-01,35.96250551,126.9924554
901,또래뜰어린이집,전라북도,익산시,민간,24,8,전라북도 익산시 무왕로20길 17,063-834-1238,063-834-1238,3,N,0,1,,2019-04-01,35.9563309,126.9807875
902,큰사랑어린이집,전라북도,익산시,민간,27,9,전라북도 익산시 동서로61길 34,063-838-9969,063-838-9969,4,N,0,1,,2019-04-01,35.95534184,126.9816944
903,동산여울어린이집,전라북도,익산시,민간,33,10,전라북도 익산시 동천로 25,063-842-9600,063-842-9601,5,Y,0,1,,2019-04-01,35.9295436,126.9644505
904,아이다운어린이집,전라북도,익산시,민간,28,9,전라북도 익산시 하나로 483-60,063-834-4116,063-834-6019,3,N,0,0,,2019-04-01,35.96353775,126.9786225
905,물댄동산어린이집,전라북도,익산시,민간,32,6,전라북도 익산시 선화로1길 57-32,063-855-5007,063-855-5027,5,N,10,1,,2019-04-01,35.95672828,126.9357469
906,로뎀나무어린이집,전라북도,익산시,민간,38,8,전라북도 익산시 오산면 선화로4길 14,063-855-3691,063-855-3692,4,N,1,1,,2019-04-01,35.95113565,126.9329774
907,아이숲어린이집,전라북도,익산시,민간,30,8,전라북도 익산시 오산면 선화로4길 42-12,063-851-8511,063-851-8511,4,N,0,1,,2019-04-01,35.94805409,126.9317941
908,장신어린이집,전라북도,익산시,민간,61,8,전라북도 익산시 선화로4길 66,063-853-5658,063-853-5658,5,Y,1,1,,2019-04-01,35.94553264,126.9312496
909,별초롱어린이집,전라북도,익산시,민간,39,8,전라북도 익산시 모현동2가 선화로1길 25-14,063-857-2235,063-857-2235,5,Y,9,1,,2019-04-01,35.95266488,126.9376784
910,주아이사랑어린이집,전라북도,익산시,민간,49,5,전라북도 익산시 함열읍 함열5길 26,063-861-7991,,5,N,8,1,,2019-04-01,36.07626675,126.963029
911,키즈리베어린이집,전라북도,익산시,민간,196,24,전라북도 익산시 배산로3길 46-7,063-856-9700,063-857-0579,13,Y,25,2,,2019-04-01,35.94659446,126.9355934
912,토마토어린이집,전라북도,익산시,민간,28,8,전라북도 익산시 궁동로 151-9,063-831-0555,,3,N,0,0,,2019-04-01,35.96388667,126.9864303
913,e편한세상어린이집,전라북도,익산시,민간,42,7,전라북도 익산시 모현동1가 선화로10길 17,063-858-2345,063-852-2400,5,N,7,0,,2019-04-01,35.94747075,126.9464231
914,더샵어린이집,전라북도,익산시,민간,38,11,전라북도 익산시 학곤로20길 77,063-843-2222,063-841-2223,4,N,0,0,,2019-04-01,35.9448483,126.9297962
915,어울림빅스맘어린이집,전라북도,익산시,민간,36,10,전라북도 익산시 인북로 334,063-841-2229,063-842-2229,4,N,0,1,,2019-04-01,35.95827961,126.9620595
916,사랑으로어린이집,전라북도,익산시,민간,40,10,전라북도 익산시 모현동1가 선화로 41,063-855-4293,,0,N,4,0,,2019-04-01,36.32727725,127.4128227
917,오투 꿈자람 어린이집,전라북도,익산시,민간,32,5,전라북도 익산시 모현동2가 선화로 17,063-858-6269,063-858-6269,0,N,6,0,,2019-04-01,36.32680851,127.4111889
918,익산배산2차 부영사랑으로 어린이집,전라북도,익산시,민간,40,10,전라북도 익산시 모현동2가 선화로1길 57-33,063-852-9052,,0,N,4,0,,2019-04-01,35.95524288,126.9363111
919,아이세상어양어린이집,전라북도,익산시,민간,46,11,전라북도 익산시 동서로63길 25,063-838-7050,,0,N,8,1,,2019-04-01,35.95325,126.9844593
920,숲속나라어린이집,전라북도,익산시,가정,19,5,전라북도 익산시 무왕로32길 85,063-833-8001,063-833-8001,3,N,0,1,,2019-04-01,35.96375315,127.0155112
921,해피차일드어린이집,전라북도,익산시,가정,18,5,전라북도 익산시 모현동1가 선화로 41,063-852-3080,063-852-3080,3,N,0,1,,2019-04-01,36.32727725,127.4128227
922,아기둥지어린이집,전라북도,익산시,가정,14,4,전라북도 익산시 무왕로22길 41,063-831-0601,,3,N,0,1,,2019-04-01,35.95573336,126.9874358
923,리틀대통령어린이집,전라북도,익산시,가정,13,4,전라북도 익산시 하나로13길 18,063-833-1018,,3,N,0,1,,2019-04-01,35.96060041,126.9795165
924,트니트니어린이집,전라북도,익산시,가정,19,6,전라북도 익산시 약촌로 228,063-832-3301,063-836-3301,3,N,0,1,,2019-04-01,35.95411714,126.9738886
925,리슨어린이집,전라북도,익산시,가정,18,4,전라북도 익산시 약촌로 202,063-832-5332,,3,N,0,1,,2019-04-01,35.95160227,126.9757949
926,키티어린이집,전라북도,익산시,가정,12,1,전라북도 익산시 무왕로20길 17,063-835-3751,,3,N,0,0,,2019-04-01,35.9563309,126.9807875
927,미소어린이집,전라북도,익산시,가정,19,6,전라북도 익산시 모현동1가 선화로10길 17,063-857-5455,063-857-5455,3,N,0,1,,2019-04-01,35.94747075,126.9464231
928,사랑채움어린이집,전라북도,익산시,가정,20,6,전라북도 익산시 동서로 509,063-833-4094,063-833-4094,3,N,0,1,,2019-04-01,35.95430242,126.9888553
929,꿈꾸는아이들어린이집,전라북도,익산시,가정,15,1,전라북도 익산시 무왕로22길 27,063-836-8565,,3,N,0,1,,2019-04-01,35.95629851,126.9881467
930,사랑샘어린이집,전라북도,익산시,가정,13,6,전라북도 익산시 모현동2가 선화로1길 25-14,063-915-9832,063-843-9832,2,N,0,1,,2019-04-01,35.95266488,126.9376784
931,형아어린이집,전라북도,익산시,가정,19,6,전라북도 익산시 배산로14길 9,063-842-4191,063-841-4191,3,N,0,0,,2019-04-01,35.94556532,126.9413751
932,신나는어린이집,전라북도,익산시,가정,19,5,전라북도 익산시 선화로5길 45,063-843-9250,,3,N,0,1,,2019-04-01,35.95223619,126.9429954
933,크는나무어린이집,전라북도,익산시,가정,19,4,전라북도 익산시 무왕로19길 18,063-832-1814,063-832-1814,3,N,0,1,,2019-04-01,35.96002268,126.9854564
934,모아어린이집,전라북도,익산시,가정,11,3,전라북도 익산시 하나로 483-60,063-836-3456,,3,N,0,1,,2019-04-01,35.96353775,126.9786225
935,하늘바다어린이집,전라북도,익산시,가정,11,5,전라북도 익산시 무왕로20길 17,063-838-0033,063-838-0033,2,N,0,0,,2019-04-01,35.9563309,126.9807875
936,아장아장 어린이집,전라북도,익산시,가정,13,5,전라북도 익산시 궁동로 109,063-833-4229,,3,N,0,1,,2019-04-01,35.9626784,126.9843472
937,아이또래어린이집,전라북도,익산시,가정,12,4,전라북도 익산시 무왕로9길 60,063-834-6706,063-834-6706,3,N,0,1,,2019-04-01,35.96336767,126.9735807
938,뽀뽀뽀 몬테소리 어린이집,전라북도,익산시,가정,19,4,전라북도 익산시 선화1로 31-46,063-841-9543,063-841-9543,3,N,2,1,,2019-04-01,35.94347491,126.964372
939,은하수어린이집,전라북도,익산시,가정,20,3,전라북도 익산시 약촌로 228,063-851-5510,063-851-3927,3,N,0,1,,2019-04-01,35.95411714,126.9738886
940,솔로몬어린이집,전라북도,익산시,가정,19,7,전라북도 익산시 약촌로 228,063-915-5871,063-832-5871,3,N,0,1,,2019-04-01,35.95411714,126.9738886
941,또래모아어린이집,전라북도,익산시,가정,19,7,전라북도 익산시 선화로5길 45,063-857-0135,,3,Y,0,1,,2019-04-01,35.95223619,126.9429954
942,아기깨비어린이집,전라북도,익산시,가정,13,3,전라북도 익산시 목천로 358,063-853-5550,063-853-5550,2,N,0,0,,2019-04-01,35.9262576,126.9602268
943,참즐거운어린이집,전라북도,익산시,가정,19,6,전라북도 익산시 배산로14길 9,063-855-0329,063-855-0329,4,N,0,1,,2019-04-01,35.94556532,126.9413751
944,아기별어린이집,전라북도,익산시,가정,20,6,전라북도 익산시 인북로52길 7,063-856-1008,,3,N,0,1,,2019-04-01,35.95041691,126.9587736
945,예성어린이집,전라북도,익산시,가정,20,6,전라북도 익산시 선화로73길 38,063-836-2778,,3,N,0,1,,2019-04-01,35.95884002,126.9974592
946,사과나무 어린이집,전라북도,익산시,가정,19,6,전라북도 익산시 무왕로32길 85,063-833-7157,063-833-7157,3,N,0,1,,2019-04-01,35.96375315,127.0155112
947,큰별자리어린이집,전라북도,익산시,가정,14,3,전라북도 익산시 궁동로 129,063-836-2535,,3,N,0,1,,2019-04-01,35.96281766,126.9851948
948,참좋은 어린이집,전라북도,익산시,가정,18,6,전라북도 익산시 부송1로 83,063-836-5951,063-836-5951,3,N,0,1,,2019-04-01,35.95817916,126.9917964
949,왕자공주어린이집,전라북도,익산시,가정,20,5,전라북도 익산시 무왕로32길 85,063-834-6905,063-834-6905,4,N,0,1,,2019-04-01,35.96375315,127.0155112
950,하랑어린이집,전라북도,익산시,가정,19,6,전라북도 익산시 배산로 34-1,063-854-1026,063-854-1026,3,N,0,1,,2019-04-01,35.94020944,126.9380106
951,엘림어린이집,전라북도,익산시,가정,18,3,전라북도 익산시 약촌로 202,063-831-7278,063-838-7278,3,N,0,1,,2019-04-01,35.95160227,126.9757949
952,아기도깨비어린이집,전라북도,익산시,가정,13,4,전라북도 익산시 궁동로 109,063-836-4616,063-831-4617,2,N,0,0,,2019-04-01,35.9626784,126.9843472
953,베베스쿨어린이집,전라북도,익산시,가정,19,5,전라북도 익산시 선화1로 31-46,063-857-0919,063-857-0919,3,N,0,1,,2019-04-01,35.94347491,126.964372
954,초록별어린이집,전라북도,익산시,가정,12,4,전라북도 익산시 동서로61길 34,063-831-1524,,2,N,0,0,,2019-04-01,35.95534184,126.9816944
955,한마음어린이집,전라북도,익산시,가정,12,4,전라북도 익산시 하나로 483-60,063-836-4796,,2,N,0,1,,2019-04-01,35.96353775,126.9786225
956,재미나라어린이집,전라북도,익산시,가정,19,6,전라북도 익산시 고봉로34길 35,063-831-1030,050-4438-2891,3,N,0,1,,2019-04-01,35.96034109,126.9738058
957,아토어린이집,전라북도,익산시,가정,15,1,전라북도 익산시 무왕로22길 43,063-833-8464,,3,N,0,1,,2019-04-01,35.95490925,126.9881439
958,꼬마둥이어린이집,전라북도,익산시,가정,18,6,전라북도 익산시 고봉로34길 35,063-835-6256,063-835-6256,3,N,0,1,,2019-04-01,35.96034109,126.9738058
959,다사랑어린이집,전라북도,익산시,가정,20,2,전라북도 익산시 하나로13길 26,063-834-3906,063-834-3920,3,N,0,1,,2019-04-01,35.96152185,126.9796315
960,예솔어린이집,전라북도,익산시,가정,20,5,전라북도 익산시 선화1로1길 30,063-841-5040,063-841-5081,7,N,0,1,,2019-04-01,35.94495639,126.9653487
961,은비어린이집,전라북도,익산시,가정,14,5,전라북도 익산시 무왕로16길 26,063-917-0816,063-917-0816,3,N,0,1,,2019-04-01,35.95611975,126.9767823
962,아띠어린이집,전라북도,익산시,가정,20,5,전라북도 익산시 약촌로 192,070-4312-1114,063-915-9079,3,N,0,1,,2019-04-01,35.95068295,126.9742169
963,진주어린이집,전라북도,익산시,가정,19,6,전라북도 익산시 번영로8길 223,063-843-1611,063-837-0611,3,Y,0,1,,2019-04-01,35.93237306,126.9410804
964,해피아이 어린이집,전라북도,익산시,가정,12,3,전라북도 익산시 무왕로9길 60,063-836-2756,063-836-2756,3,N,0,1,,2019-04-01,35.96336767,126.9735807
965,아영어린이집,전라북도,익산시,가정,15,1,전라북도 익산시 하나로 483-60,063-835-1856,063-835-1856,3,N,0,1,,2019-04-01,35.96353775,126.9786225
966,초록나무어린이집,전라북도,익산시,가정,19,5,전라북도 익산시 고봉로34길 35,063-833-7442,063-833-7442,3,N,0,1,,2019-04-01,35.96034109,126.9738058
967,큰솔어린이집,전라북도,익산시,가정,20,5,전라북도 익산시 고봉로30길 3,063-832-9969,,3,N,0,1,,2019-04-01,35.9565496,126.9707805
968,햇살어린이집,전라북도,익산시,가정,19,6,전라북도 익산시 하나로13길 26,063-836-0217,063-836-0217,3,N,0,1,,2019-04-01,35.96152185,126.9796315
969,베이비어린이집,전라북도,익산시,가정,20,7,전라북도 익산시 선화로 100-12,063-851-3073,063-852-3073,3,N,0,1,,2019-04-01,35.94803487,126.9405586
970,꼬망새어린이집,전라북도,익산시,가정,15,6,전라북도 익산시 고봉로34길 5-2,063-831-9459,,3,N,0,1,,2019-04-01,35.960329,126.972515
971,아이캐슬 어린이집,전라북도,익산시,가정,20,4,전라북도 익산시 동서로 509,063-834-1897,,4,N,0,1,,2019-04-01,35.95430242,126.9888553
972,은빛마을어린이집,전라북도,익산시,가정,19,5,전라북도 익산시 평동로17길 5,063-852-6680,063-852-6680,3,N,0,1,,2019-04-01,35.9295459,126.9584011
973,헤아림어린이집,전라북도,익산시,가정,19,5,전라북도 익산시 모현동1가 선화로 41,063-841-4911,063-841-4911,0,Y,0,1,,2019-04-01,36.32727725,127.4128227
974,꼬꼬마어린이집,전라북도,익산시,가정,20,6,전라북도 익산시 고봉로30길 51,063-834-1995,063-834-1995,3,N,0,1,,2019-04-01,35.95662915,126.9750795
975,도란도란어린이집,전라북도,익산시,가정,13,6,전라북도 익산시 하나로10길 97,063-915-3322,063-915-3322,3,N,0,1,,2019-04-01,35.96250551,126.9924554
976,단비어린이집,전라북도,익산시,가정,14,6,전라북도 익산시 궁동로 109,063-833-3223,,3,N,0,1,,2019-04-01,35.9626784,126.9843472
977,스마트어린이집,전라북도,익산시,가정,12,4,전라북도 익산시 무왕로22길 27,063-832-6637,,3,N,0,1,,2019-04-01,35.95629851,126.9881467
978,둥지어린이집,전라북도,익산시,가정,19,5,전라북도 익산시 무왕로26길 32,063-836-0427,,3,N,0,1,,2019-04-01,35.95831686,126.9976812
979,아이사랑어린이집,전라북도,익산시,가정,19,6,전라북도 익산시 고봉로30길 3,063-833-5933,063-833-5936,3,N,0,1,,2019-04-01,35.9565496,126.9707805
980,동화요정어린이집,전라북도,익산시,가정,18,3,전라북도 익산시 모현동1가 배산로 91-9,063-858-0503,,3,N,0,1,,2019-04-01,35.94504344,126.9385469
981,해다미어린이집,전라북도,익산시,가정,11,3,전라북도 익산시 동서로61길 34,063-832-0320,,2,N,0,0,,2019-04-01,35.95534184,126.9816944
982,해피트리어린이집,전라북도,익산시,가정,16,6,전라북도 익산시 무왕로20길 33,063-838-7208,,3,N,0,1,,2019-04-01,35.95587354,126.9808929
983,코코코 어린이집,전라북도,익산시,가정,12,4,전라북도 익산시 무왕로9길 60,063-833-3505,063-833-3505,3,N,0,1,,2019-04-01,35.96336767,126.9735807
984,사랑둥이어린이집,전라북도,익산시,가정,14,4,전라북도 익산시 궁동로 109,063-831-5507,063-831-5507,4,N,4,1,,2019-04-01,35.9626784,126.9843472
985,생각이크는어린이집,전라북도,익산시,가정,20,4,전라북도 익산시 고봉로34길 35,063-838-1787,063-838-1787,4,N,0,1,,2019-04-01,35.96034109,126.9738058
986,파란하늘어린이집,전라북도,익산시,가정,19,6,전라북도 익산시 선화로 100-12,063-855-5577,063-855-5577,3,N,0,0,,2019-04-01,35.94803487,126.9405586
